City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Utiel,ES,39.5667,-1.2,43.54,59,100,22.03,overcast clouds
698,Halacho,MX,20.4833,-90.0833,91.49,36,0,9.13,clear sky
699,Poplevinskiy,RU,53.684,39.5441,30.22,83,98,7.2,overcast clouds
700,Ponta Pora,BR,-22.5361,-55.7256,85.91,54,20,11.5,few clouds
701,Andilamena,MG,-17.0167,48.5833,66.54,90,14,4.68,light rain
702,San Andres,CO,12.5847,-81.7006,84.22,70,75,13.8,broken clouds
703,Uren,RU,57.4552,45.7852,28.81,90,100,7.99,overcast clouds
704,Inhambane,MZ,-23.865,35.3833,76.98,73,20,6.91,few clouds
705,Mashhad,IR,36.297,59.6062,75.34,29,0,6.91,clear sky
706,Niquero,CU,20.0431,-77.5828,86.27,55,3,2.21,clear sky
707,Shakiso,ET,5.75,38.9167,73.53,30,28,5.59,scattered clouds
708,Santa Cruz,BO,-17.8,-63.1667,86.05,58,75,11.5,broken clouds
709,Kaohsiung,TW,22.6163,120.3133,69.75,78,20,4.61,few clouds
